Pond	Sonde	Treatment	Time_seq	Date_time	Chlorophyll_RFU	Cond_uScm	BGAPC_RFU	ODO_mgL	pH	fDOM_RFU	SpCond_uScm	Temp_C
B3P2	Sonde13	D	0.6305556	2022-06-24T11:09:00Z	0.7	78.4	-0.32	10.17	6.71	9.22	98.2	14.432
B3P2	Sonde13	D	0.6319444	2022-06-24T11:11:00Z	0.63	78.3	-0.26	10.15	6.7	9.16	98.1	14.439
B3P2	Sonde13	D	0.6333333	2022-06-24T11:13:00Z	0.68	78.5	-0.2	10.14	6.71	9.17	98.3	14.46
B3P2	Sonde13	D	0.6347222	2022-06-24T11:15:00Z	0.8	78.5	-0.28	10.15	6.71	9.23	98.4	14.456
B3P2	Sonde13	D	0.6361111	2022-06-24T11:17:00Z	0.62	78.5	-0.23	10.16	6.72	9.13	98.3	14.466
B3P2	Sonde13	D	0.6375	2022-06-24T11:19:00Z	0.56	78.6	-0.3	10.16	6.72	9.13	98.3	14.474
B3P2	Sonde13	D	0.6388889	2022-06-24T11:21:00Z	0.68	78.6	-0.18	10.16	6.74	9.01	98.3	14.473
B3P2	Sonde13	D	0.6402778	2022-06-24T11:23:00Z	0.61	78.7	-0.26	10.16	6.74	9.13	98.5	14.51
B3P2	Sonde13	D	0.6416667	2022-06-24T11:25:00Z	0.7	78.7	-0.19	10.17	6.73	9.12	98.4	14.49
B3P2	Sonde13	D	0.6430556	2022-06-24T11:27:00Z	0.59	78.8	-0.3	10.16	6.73	9.28	98.5	14.489
B3P2	Sonde13	D	0.6444444	2022-06-24T11:29:00Z	0.69	78.6	-0.38	10.16	6.72	9.11	98.3	14.478
B3P2	Sonde13	D	0.6458333	2022-06-24T11:31:00Z	0.78	78.4	-0.2	10.17	6.72	9.2	98.2	14.441
B3P2	Sonde13	D	0.6472222	2022-06-24T11:33:00Z	0.68	78.4	-0.33	10.16	6.73	9.23	98.2	14.466
B3P2	Sonde13	D	0.6486111	2022-06-24T11:35:00Z	0.84	78.4	-0.35	10.19	6.72	9.33	98.1	14.451
B3P2	Sonde13	D	0.65	2022-06-24T11:37:00Z	0.67	78.4	-0.24	10.19	6.72	9.34	98.2	14.434
B3P2	Sonde13	D	0.6513889	2022-06-24T11:39:00Z	0.7	78.4	-0.32	10.2	6.72	9.35	98.2	14.433
B3P2	Sonde13	D	0.6527778	2022-06-24T11:41:00Z	0.64	78.2	-0.31	10.21	6.72	9.28	98	14.411
B3P2	Sonde13	D	0.6541667	2022-06-24T11:43:00Z	0.73	78.4	-0.36	10.19	6.72	9.3	98.2	14.432
B3P2	Sonde13	D	0.6555556	2022-06-24T11:45:00Z	0.94	78.5	-0.25	10.21	6.72	9.29	98.4	14.412
B3P2	Sonde13	D	0.6569444	2022-06-24T11:47:00Z	0.87	78.3	-0.26	10.21	6.72	9.3	98.2	14.39
B3P2	Sonde13	D	0.6583333	2022-06-24T11:49:00Z	0.78	78.3	-0.29	10.23	6.72	9.42	98.2	14.388
B3P2	Sonde13	D	0.6597222	2022-06-24T11:51:00Z	0.66	78.2	-0.19	10.25	6.72	9.43	98.1	14.372
B3P2	Sonde13	D	0.6611111	2022-06-24T11:53:00Z	0.71	78.1	-0.31	10.4	6.75	9.69	98	14.367
B3P2	Sonde13	D	0.6625	2022-06-24T11:55:00Z	0.61	78.3	-0.22	10.32	6.74	9.62	98.2	14.373
B3P2	Sonde13	D	0.6638889	2022-06-24T11:57:00Z	0.72	78.1	-0.29	10.26	6.73	9.36	98	14.387
B3P2	Sonde13	D	0.6652778	2022-06-24T11:59:00Z	0.69	78.3	-0.23	10.2	6.72	9.27	98.1	14.394
B3P2	Sonde13	D	0.6666667	2022-06-24T12:01:00Z	0.61	78.3	-0.32	10.17	6.72	9.24	98.1	14.401
B3P2	Sonde13	D	0.6680556	2022-06-24T12:03:00Z	0.74	78.3	-0.29	10.12	6.71	9.09	98.1	14.412
B3P2	Sonde13	D	0.6694444	2022-06-24T12:05:00Z	0.71	78.5	-0.18	10.11	6.71	9.1	98.3	14.418
B3P2	Sonde13	D	0.6708333	2022-06-24T12:07:00Z	0.63	78.4	-0.32	10.1	6.71	9.06	98.2	14.43
B3P2	Sonde13	D	0.6722222	2022-06-24T12:09:00Z	0.6	78.4	-0.34	10.1	6.71	9.12	98.3	14.43
B3P2	Sonde13	D	0.6736111	2022-06-24T12:11:00Z	0.65	78.5	-0.27	10.11	6.71	9.22	98.3	14.436
B3P2	Sonde13	D	0.675	2022-06-24T12:13:00Z	0.77	78.3	-0.28	10.16	6.71	9.3	98	14.451
B3P2	Sonde13	D	0.6763889	2022-06-24T12:15:00Z	0.64	78.4	-0.27	10.18	6.71	9.3	98.1	14.469
B3P2	Sonde13	D	0.6777778	2022-06-24T12:17:00Z	0.71	78.5	-0.31	10.19	6.72	9.35	98.2	14.473
B3P2	Sonde13	D	0.6791667	2022-06-24T12:19:00Z	0.69	78.5	-0.38	10.19	6.73	9.36	98.2	14.482
B3P2	Sonde13	D	0.6805556	2022-06-24T12:21:00Z	0.67	78.4	-0.32	10.19	6.72	9.31	98.1	14.485
B3P2	Sonde13	D	0.6819444	2022-06-24T12:23:00Z	0.72	78.5	-0.23	10.21	6.72	9.31	98.3	14.492
B3P2	Sonde13	D	0.6833333	2022-06-24T12:25:00Z	0.67	78.6	-0.28	10.22	6.73	9.21	98.3	14.494
B3P2	Sonde13	D	0.6847222	2022-06-24T12:27:00Z	0.71	78.6	-0.24	10.21	6.73	9.22	98.3	14.497
B3P2	Sonde13	D	0.6861111	2022-06-24T12:29:00Z	0.7	78.3	-0.23	10.23	6.73	9.28	98	14.501
B3P2	Sonde13	D	0.6875	2022-06-24T12:31:00Z	0.8	78.5	-0.33	10.24	6.73	9.34	98.2	14.509
B3P2	Sonde13	D	0.6888889	2022-06-24T12:33:00Z	0.77	78.4	-0.27	10.27	6.74	9.42	98	14.524
B3P2	Sonde13	D	0.6902778	2022-06-24T12:35:00Z	0.76	78.5	-0.34	10.2	6.72	9.26	98.1	14.514
B3P2	Sonde13	D	0.6916667	2022-06-24T12:37:00Z	0.67	78.4	-0.3	10.16	6.72	9.3	98.1	14.521
B3P2	Sonde13	D	0.6930556	2022-06-24T12:39:00Z	0.61	78.6	-0.22	10.16	6.72	9.14	98.3	14.517
B3P2	Sonde13	D	0.6944444	2022-06-24T12:41:00Z	0.82	78.6	-0.33	10.16	6.71	9.15	98.3	14.537
B3P2	Sonde13	D	0.6958333	2022-06-24T12:43:00Z	0.6	78.7	-0.38	10.19	6.73	9.32	98.3	14.545
B3P2	Sonde13	D	0.6972222	2022-06-24T12:45:00Z	0.67	78.7	-0.43	10.21	6.74	9.29	98.3	14.549
B3P2	Sonde13	D	0.6986111	2022-06-24T12:47:00Z	0.6	78.4	-0.28	10.12	6.71	9.07	97.9	14.563
B3P2	Sonde13	D	0.7	2022-06-24T12:49:00Z	0.62	78.6	-0.29	10.11	6.71	9.07	98.2	14.562
B3P2	Sonde13	D	0.7013889	2022-06-24T12:51:00Z	0.57	78.5	-0.21	10.1	6.71	9.08	98	14.566
B3P2	Sonde13	D	0.7027778	2022-06-24T12:53:00Z	0.69	78.5	-0.32	10.1	6.71	9.01	97.9	14.581
B3P2	Sonde13	D	0.7041667	2022-06-24T12:55:00Z	0.68	78.6	-0.38	10.11	6.71	9.1	98.1	14.582
B3P2	Sonde13	D	0.7055556	2022-06-24T12:57:00Z	0.63	78.7	-0.32	10.11	6.72	9.05	98.3	14.589
B3P2	Sonde13	D	0.7069444	2022-06-24T12:59:00Z	0.57	78.8	-0.37	10.13	6.72	9.06	98.4	14.605
B3P2	Sonde13	D	0.7083333	2022-06-24T13:01:00Z	0.57	78.6	-0.31	10.19	6.73	9.07	98.1	14.609
B3P2	Sonde13	D	0.7097222	2022-06-24T13:03:00Z	0.68	78.7	-0.36	10.19	6.74	9.29	98.3	14.593
B3P2	Sonde13	D	0.7111111	2022-06-24T13:05:00Z	0.61	78.7	-0.25	10.18	6.76	9.3	98.3	14.598
B3P2	Sonde13	D	0.7125	2022-06-24T13:07:00Z	0.65	78.9	-0.21	10.2	6.78	9.33	98.5	14.581
B3P2	Sonde13	D	0.7138889	2022-06-24T13:09:00Z	0.6	78.9	-0.32	10.17	6.77	9.21	98.5	14.562
B3P2	Sonde13	D	0.7152778	2022-06-24T13:11:00Z	0.66	78.9	-0.35	10.18	6.75	9.21	98.5	14.595
B3P2	Sonde13	D	0.7166667	2022-06-24T13:13:00Z	0.54	78.8	-0.35	10.2	6.78	9.24	98.4	14.589
B3P2	Sonde13	D	0.7180556	2022-06-24T13:15:00Z	0.81	78.9	-0.26	10.23	6.8	9.28	98.5	14.607
B3P2	Sonde13	D	0.7194444	2022-06-24T13:17:00Z	0.67	78.8	-0.26	10.32	6.79	9.3	98.3	14.632
B3P2	Sonde13	D	0.7208333	2022-06-24T13:19:00Z	0.68	78.9	-0.27	10.32	6.79	9.3	98.3	14.644
B3P2	Sonde13	D	0.7222222	2022-06-24T13:21:00Z	0.65	78.9	-0.38	10.3	6.78	9.06	98.3	14.659
B3P2	Sonde13	D	0.7236111	2022-06-24T13:23:00Z	0.7	79	-0.28	10.24	6.76	8.98	98.4	14.662
B3P2	Sonde13	D	0.725	2022-06-24T13:25:00Z	0.74	79	-0.16	10.25	6.76	8.99	98.4	14.656
B3P2	Sonde13	D	0.7263889	2022-06-24T13:27:00Z	0.67	78.8	-0.34	10.22	6.76	8.98	98.2	14.654
B3P2	Sonde13	D	0.7277778	2022-06-24T13:29:00Z	0.66	78.8	-0.18	10.26	6.76	9.1	98.2	14.644
B3P2	Sonde13	D	0.7291667	2022-06-24T13:31:00Z	0.6	78.8	-0.19	10.23	6.75	9.25	98.3	14.608
B3P2	Sonde13	D	0.7305556	2022-06-24T13:33:00Z	0.56	78.8	-0.4	10.2	6.75	9.22	98.4	14.567
B3P2	Sonde13	D	0.7319444	2022-06-24T13:35:00Z	0.64	78.7	-0.39	10.2	6.73	9.35	98.3	14.532
B3P2	Sonde13	D	0.7333333	2022-06-24T13:37:00Z	0.79	78.5	-0.19	10.26	6.77	9.26	98.1	14.554
B3P2	Sonde13	D	0.7347222	2022-06-24T13:39:00Z	0.74	78.4	-0.22	10.28	6.78	9.4	98	14.535
B3P2	Sonde13	D	0.7361111	2022-06-24T13:41:00Z	0.66	78.5	-0.37	10.32	6.79	9.32	98.1	14.528
B3P2	Sonde13	D	0.7375	2022-06-24T13:43:00Z	0.77	78.4	-0.25	10.33	6.79	9.39	97.9	14.571
B3P2	Sonde13	D	0.7388889	2022-06-24T13:45:00Z	0.72	78.5	-0.27	10.26	6.78	9.37	98	14.554
B3P2	Sonde13	D	0.7402778	2022-06-24T13:47:00Z	0.62	78.4	-0.32	10.21	6.75	9.26	98	14.559
B3P2	Sonde13	D	0.7416667	2022-06-24T13:49:00Z	0.82	78.5	-0.22	10.18	6.73	9.25	98	14.572
B3P2	Sonde13	D	0.7430556	2022-06-24T13:51:00Z	0.86	78.5	-0.25	10.15	6.72	9.17	97.9	14.588
B3P2	Sonde13	D	0.7444444	2022-06-24T13:53:00Z	0.74	78.3	-0.31	10.13	6.72	9.15	97.8	14.578
B3P2	Sonde13	D	0.7458333	2022-06-24T13:55:00Z	0.78	78.5	-0.34	10.12	6.73	9.11	98	14.569
B3P2	Sonde13	D	0.7472222	2022-06-24T13:57:00Z	0.73	78.5	-0.41	10.12	6.73	9.1	98	14.573
B3P2	Sonde13	D	0.7486111	2022-06-24T13:59:00Z	0.9	78.5	-0.25	10.13	6.73	9.08	98	14.575
B3P2	Sonde13	D	0.75	2022-06-24T14:01:00Z	0.71	78.5	-0.33	10.15	6.73	9	98	14.582
B3P2	Sonde13	D	0.7513889	2022-06-24T14:03:00Z	0.67	78.6	-0.29	10.16	6.73	9	98	14.599
B3P2	Sonde13	D	0.7527778	2022-06-24T14:05:00Z	0.81	78.7	-0.33	10.18	6.73	8.98	98.2	14.604
B3P2	Sonde13	D	0.7541667	2022-06-24T14:07:00Z	0.92	78.6	-0.31	10.18	6.73	9.01	98.1	14.618
B3P2	Sonde13	D	0.7555556	2022-06-24T14:09:00Z	0.81	78.5	-0.35	10.18	6.74	9.1	98	14.612
B3P2	Sonde13	D	0.7569444	2022-06-24T14:11:00Z	0.71	78.4	-0.28	10.18	6.74	9.18	97.9	14.601
B3P2	Sonde13	D	0.7583333	2022-06-24T14:13:00Z	0.74	78.5	-0.24	10.2	6.73	9.1	98	14.618
B3P2	Sonde13	D	0.7597222	2022-06-24T14:15:00Z	0.76	78.6	-0.31	10.14	6.74	9.07	97.9	14.677
B3P2	Sonde13	D	0.7611111	2022-06-24T14:17:00Z	0.89	78.5	-0.19	10.2	6.74	9.24	98.1	14.574
B3P2	Sonde13	D	0.7625	2022-06-24T14:19:00Z	0.63	78.7	-0.39	10.19	6.74	9.19	98	14.691
B3P2	Sonde13	D	0.7638889	2022-06-24T14:21:00Z	0.69	78.3	-0.29	10.24	6.75	9.51	98	14.492
B3P2	Sonde13	D	0.7652778	2022-06-24T14:23:00Z	0.84	78.4	-0.3	10.3	6.75	9.3	98	14.506
B3P2	Sonde13	D	0.7666667	2022-06-24T14:25:00Z	0.68	78.3	-0.25	10.29	6.75	9.32	97.9	14.498
B3P2	Sonde13	D	0.7680556	2022-06-24T14:27:00Z	0.79	78.4	-0.22	10.26	6.75	9.29	98	14.51
B3P2	Sonde13	D	0.7694444	2022-06-24T14:29:00Z	0.72	78.3	-0.27	10.26	6.75	9.33	98	14.506
B3P2	Sonde13	D	0.7708333	2022-06-24T14:31:00Z	0.62	78.4	-0.38	10.24	6.74	9.32	98	14.505
B3P2	Sonde13	D	0.7722222	2022-06-24T14:33:00Z	0.87	78.4	-0.31	10.22	6.74	9.29	98.1	14.498
B3P2	Sonde13	D	0.7736111	2022-06-24T14:35:00Z	0.75	78.3	-0.25	10.24	6.74	9.19	97.9	14.516
B3P2	Sonde13	D	0.775	2022-06-24T14:37:00Z	0.74	78.5	-0.41	10.2	6.73	9.19	98.1	14.537
B3P2	Sonde13	D	0.7763889	2022-06-24T14:39:00Z	0.69	78.4	-0.28	10.14	6.73	9.09	97.8	14.585
B3P2	Sonde13	D	0.7777778	2022-06-24T14:41:00Z	0.73	78.4	-0.23	10.16	6.73	9.18	97.9	14.571
B3P2	Sonde13	D	0.7791667	2022-06-24T14:43:00Z	0.84	78.5	-0.44	10.16	6.73	9.29	98.1	14.561
B3P2	Sonde13	D	0.7805556	2022-06-24T14:45:00Z	0.81	78.4	-0.28	10.16	6.74	9.13	97.9	14.582
B3P2	Sonde13	D	0.7819444	2022-06-24T14:47:00Z	0.7	78.4	-0.2	10.16	6.74	9.26	97.9	14.572
B3P2	Sonde13	D	0.7833333	2022-06-24T14:49:00Z	0.83	78.5	-0.18	10.23	6.76	9.22	98	14.566
B3P2	Sonde13	D	0.7847222	2022-06-24T14:51:00Z	0.68	78.6	-0.31	10.16	6.74	9.16	98.1	14.602
B3P2	Sonde13	D	0.7861111	2022-06-24T14:53:00Z	0.82	78.6	-0.31	10.19	6.74	9.18	98	14.606
B3P2	Sonde13	D	0.7875	2022-06-24T14:55:00Z	0.69	78.5	-0.23	10.15	6.73	9.11	98	14.625
B3P2	Sonde13	D	0.7888889	2022-06-24T14:57:00Z	0.76	78.7	-0.3	10.2	6.75	9.16	98.1	14.624
B3P2	Sonde13	D	0.7902778	2022-06-24T14:59:00Z	0.75	78.7	-0.24	10.17	6.74	9.2	98.1	14.625
B3P2	Sonde13	D	0.7916667	2022-06-24T15:01:00Z	0.84	78.7	-0.3	10.18	6.73	9.22	98.2	14.631
B3P2	Sonde13	D	0.7930556	2022-06-24T15:03:00Z	0.74	78.7	-0.39	10.19	6.73	9.26	98.2	14.615
B3P2	Sonde13	D	0.7944444	2022-06-24T15:05:00Z	0.67	78.7	-0.29	10.18	6.74	9.2	98.1	14.613
B3P2	Sonde13	D	0.7958333	2022-06-24T15:07:00Z	0.63	78.6	-0.34	10.29	6.76	9.44	98.2	14.588
B3P2	Sonde13	D	0.7972222	2022-06-24T15:09:00Z	0.68	78.4	-0.35	10.36	6.78	9.45	98	14.555
B3P2	Sonde13	D	0.7986111	2022-06-24T15:11:00Z	0.73	78.3	-0.3	10.34	6.78	9.42	97.9	14.56
B3P2	Sonde13	D	0.8	2022-06-24T15:13:00Z	0.85	78.3	-0.28	10.34	6.78	9.38	97.8	14.563
B3P2	Sonde13	D	0.8013889	2022-06-24T15:15:00Z	0.87	78.5	-0.28	10.32	6.77	9.27	98	14.595
B3P2	Sonde13	D	0.8027778	2022-06-24T15:17:00Z	0.73	78.6	-0.33	10.32	6.78	9.37	98.1	14.587
B3P2	Sonde13	D	0.8041667	2022-06-24T15:19:00Z	0.61	78.5	-0.31	10.33	6.78	9.31	98	14.582
B3P2	Sonde13	D	0.8055556	2022-06-24T15:21:00Z	0.7	78.5	-0.23	10.27	6.76	9.24	98	14.587
B3P2	Sonde13	D	0.8069444	2022-06-24T15:23:00Z	0.76	78.4	-0.27	10.28	6.77	9.29	97.9	14.592
B3P2	Sonde13	D	0.8083333	2022-06-24T15:25:00Z	0.75	78.6	-0.33	10.28	6.78	9.29	98.1	14.6
B3P2	Sonde13	D	0.8097222	2022-06-24T15:27:00Z	0.79	78.5	-0.22	10.31	6.78	9.37	97.9	14.601
B3P2	Sonde13	D	0.8111111	2022-06-24T15:29:00Z	0.85	78.5	-0.29	10.32	6.79	9.35	98	14.605
B3P2	Sonde13	D	0.8125	2022-06-24T15:31:00Z	0.82	78.5	-0.39	10.31	6.79	9.23	97.9	14.618
B3P2	Sonde13	D	0.8138889	2022-06-24T15:33:00Z	0.78	78.4	-0.12	10.3	6.78	9.22	97.8	14.625
B3P2	Sonde13	D	0.8152778	2022-06-24T15:35:00Z	0.82	78.5	-0.42	10.3	6.78	9.22	97.9	14.626
B3P2	Sonde13	D	0.8166667	2022-06-24T15:37:00Z	0.73	78.5	-0.36	10.33	6.79	9.31	97.9	14.619
B3P2	Sonde13	D	0.8180556	2022-06-24T15:39:00Z	0.74	78.5	-0.27	10.32	6.79	9.38	98	14.617
B3P2	Sonde13	D	0.8194444	2022-06-24T15:41:00Z	0.69	78.4	-0.33	10.3	6.79	9.21	97.8	14.63
B3P2	Sonde13	D	0.8208333	2022-06-24T15:43:00Z	0.8	78.5	-0.29	10.31	6.79	9.28	98	14.612
B3P2	Sonde13	D	0.8222222	2022-06-24T15:45:00Z	0.94	78.6	-0.34	10.27	6.78	9.21	98	14.645
B3P2	Sonde13	D	0.8236111	2022-06-24T15:47:00Z	0.64	78.7	-0.34	10.26	6.77	9.29	98.1	14.659
B3P2	Sonde13	D	0.825	2022-06-24T15:49:00Z	0.6	78.7	-0.32	10.24	6.77	9.22	98.1	14.668
B3P2	Sonde13	D	0.8263889	2022-06-24T15:51:00Z	0.79	78.7	-0.3	10.24	6.76	9.22	98.1	14.675
B3P2	Sonde13	D	0.8277778	2022-06-24T15:53:00Z	0.76	78.7	-0.23	10.21	6.75	9.15	98	14.698
B3P2	Sonde13	D	0.8291667	2022-06-24T15:55:00Z	0.84	78.7	-0.21	10.2	6.75	9.17	98	14.702
B3P2	Sonde13	D	0.8305556	2022-06-24T15:57:00Z	0.81	78.7	-0.27	10.22	6.75	9.19	98	14.692
B3P2	Sonde13	D	0.8319444	2022-06-24T15:59:00Z	0.7	78.6	-0.25	10.23	6.76	9.23	97.9	14.686
B3P2	Sonde13	D	0.8333333	2022-06-24T16:01:00Z	0.75	78.6	-0.27	10.24	6.77	9.38	98	14.647
B3P2	Sonde13	D	0.8347222	2022-06-24T16:03:00Z	0.82	78.6	-0.26	10.32	6.78	9.3	98	14.623
B3P2	Sonde13	D	0.8361111	2022-06-24T16:05:00Z	0.8	78.6	-0.26	10.32	6.78	9.26	98	14.64
B3P2	Sonde13	D	0.8375	2022-06-24T16:07:00Z	0.76	78.6	-0.25	10.32	6.78	9.3	98	14.621
B3P2	Sonde13	D	0.8388889	2022-06-24T16:09:00Z	0.72	78.5	-0.27	10.3	6.78	9.44	97.9	14.596
B3P2	Sonde13	D	0.8402778	2022-06-24T16:11:00Z	0.8	78.6	-0.4	10.31	6.79	9.32	98	14.638
B3P2	Sonde13	D	0.8416667	2022-06-24T16:13:00Z	0.65	78.6	-0.36	10.27	6.77	9.26	97.9	14.637
B3P2	Sonde13	D	0.8430556	2022-06-24T16:15:00Z	0.71	78.7	-0.32	10.26	6.76	9.19	98.1	14.633
B3P2	Sonde13	D	0.8444444	2022-06-24T16:17:00Z	0.77	78.6	-0.27	10.23	6.76	9.17	97.9	14.693
B3P2	Sonde13	D	0.8458333	2022-06-24T16:19:00Z	0.8	78.6	-0.3	10.23	6.76	9.17	97.9	14.671
B3P2	Sonde13	D	0.8472222	2022-06-24T16:21:00Z	0.73	78.6	-0.29	10.23	6.76	9.11	97.8	14.718
B3P2	Sonde13	D	0.8486111	2022-06-24T16:23:00Z	0.78	78.6	-0.23	10.23	6.76	9.15	97.8	14.716
B3P2	Sonde13	D	0.85	2022-06-24T16:25:00Z	0.89	78.7	-0.29	10.24	6.76	9.14	97.9	14.723
B3P2	Sonde13	D	0.8513889	2022-06-24T16:27:00Z	0.8	78.8	-0.2	10.23	6.76	9.1	98	14.739
B3P2	Sonde13	D	0.8527778	2022-06-24T16:29:00Z	0.85	78.7	-0.22	10.23	6.76	9.14	97.9	14.731
B3P2	Sonde13	D	0.8541667	2022-06-24T16:31:00Z	0.79	78.8	-0.26	10.23	6.76	9.07	98	14.743
B3P2	Sonde13	D	0.8555556	2022-06-24T16:33:00Z	0.71	78.8	-0.19	10.22	6.76	9.09	98	14.75
B3P2	Sonde13	D	0.8569444	2022-06-24T16:35:00Z	0.78	78.8	-0.41	10.23	6.76	9.09	98	14.732
B3P2	Sonde13	D	0.8583333	2022-06-24T16:37:00Z	0.75	78.8	-0.31	10.24	6.76	9.16	98.1	14.703
B3P2	Sonde13	D	0.8597222	2022-06-24T16:39:00Z	0.76	78.8	-0.42	10.23	6.76	9.04	98	14.742
B3P2	Sonde13	D	0.8611111	2022-06-24T16:41:00Z	0.81	78.7	-0.43	10.24	6.76	9.21	98	14.692
B3P2	Sonde13	D	0.8625	2022-06-24T16:43:00Z	0.81	78.8	-0.22	10.24	6.76	9.3	98.2	14.681
B3P2	Sonde13	D	0.8638889	2022-06-24T16:45:00Z	0.74	78.8	-0.29	10.25	6.76	9.25	98.2	14.646
B3P2	Sonde13	D	0.8652778	2022-06-24T16:47:00Z	0.75	78.9	-0.28	10.25	6.76	9.14	98.2	14.676
B3P2	Sonde13	D	0.8666667	2022-06-24T16:49:00Z	0.59	78.8	-0.34	10.25	6.76	9.14	98.1	14.675
B3P2	Sonde13	D	0.8680556	2022-06-24T16:51:00Z	0.7	78.9	-0.3	10.24	6.76	9.21	98.2	14.697
B3P2	Sonde13	D	0.8694444	2022-06-24T16:53:00Z	0.83	78.6	-0.24	10.24	6.76	9.26	98	14.639
B3P2	Sonde13	D	0.8708333	2022-06-24T16:55:00Z	1.02	78.6	-0.28	10.26	6.76	9.22	98	14.642
B3P2	Sonde13	D	0.8722222	2022-06-24T16:57:00Z	0.81	78.6	-0.27	10.26	6.76	9.24	98	14.646
B3P2	Sonde13	D	0.8736111	2022-06-24T16:59:00Z	0.88	78.7	-0.3	10.27	6.77	9.27	98.1	14.65
B3P2	Sonde13	D	0.875	2022-06-24T17:01:00Z	0.8	78.6	-0.18	10.28	6.77	9.23	98	14.644
B3P2	Sonde13	D	0.8763889	2022-06-24T17:03:00Z	0.79	78.7	-0.38	10.28	6.77	9.23	98.1	14.648
B3P2	Sonde13	D	0.8777778	2022-06-24T17:05:00Z	0.83	78.7	-0.3	10.28	6.77	9.19	98.1	14.647
B3P2	Sonde13	D	0.8791667	2022-06-24T17:07:00Z	0.95	78.7	-0.27	10.27	6.77	9.17	98	14.668
B3P2	Sonde13	D	0.8805556	2022-06-24T17:09:00Z	0.77	78.8	-0.27	10.25	6.77	9.06	98	14.717
B3P2	Sonde13	D	0.8819444	2022-06-24T17:11:00Z	0.73	78.6	-0.42	10.26	6.77	9.19	98	14.673
B3P2	Sonde13	D	0.8833333	2022-06-24T17:13:00Z	0.95	78.7	-0.27	10.25	6.76	9.14	97.9	14.718
B3P2	Sonde13	D	0.8847222	2022-06-24T17:15:00Z	0.87	78.7	-0.44	10.26	6.76	9.13	98	14.678
B3P2	Sonde13	D	0.8861111	2022-06-24T17:17:00Z	0.82	78.8	-0.37	10.25	6.77	9.21	98.1	14.686
B3P2	Sonde13	D	0.8875	2022-06-24T17:19:00Z	0.83	78.8	-0.23	10.26	6.77	9.21	98.1	14.67
B3P2	Sonde13	D	0.8888889	2022-06-24T17:21:00Z	0.81	78.7	-0.22	10.26	6.76	9.19	98	14.682
B3P2	Sonde13	D	0.8902778	2022-06-24T17:23:00Z	1	78.7	-0.3	10.26	6.77	9.17	98	14.679
B3P2	Sonde13	D	0.8916667	2022-06-24T17:25:00Z	0.87	78.7	-0.23	10.26	6.77	9.21	98	14.705
B3P2	Sonde13	D	0.8930556	2022-06-24T17:27:00Z	0.8	78.7	-0.29	10.27	6.77	9.2	98.1	14.683
B3P2	Sonde13	D	0.8944444	2022-06-24T17:29:00Z	0.85	78.7	-0.28	10.27	6.77	9.16	98	14.663
B3P2	Sonde13	D	0.8958333	2022-06-24T17:31:00Z	0.89	78.6	-0.28	10.26	6.76	9.23	98	14.655
B3P2	Sonde13	D	0.8972222	2022-06-24T17:33:00Z	0.88	78.6	-0.27	10.24	6.77	9.24	98.1	14.625
B3P2	Sonde13	D	0.8986111	2022-06-24T17:35:00Z	0.76	78.7	-0.32	10.25	6.77	9.21	98.1	14.637
B3P2	Sonde13	D	0.9	2022-06-24T17:37:00Z	0.77	78.6	-0.19	10.25	6.76	9.21	98	14.644
B3P2	Sonde13	D	0.9013889	2022-06-24T17:39:00Z	0.78	78.7	-0.22	10.26	6.77	9.18	98.1	14.666
B3P2	Sonde13	D	0.9027778	2022-06-24T17:41:00Z	0.81	78.8	-0.24	10.26	6.77	9.18	98.2	14.662
B3P2	Sonde13	D	0.9041667	2022-06-24T17:43:00Z	0.89	78.7	-0.33	10.26	6.77	9.22	98.1	14.655
B3P2	Sonde13	D	0.9055556	2022-06-24T17:45:00Z	0.75	78.8	-0.25	10.25	6.77	9.23	98.2	14.673
B3P2	Sonde13	D	0.9069444	2022-06-24T17:47:00Z	0.82	78.6	-0.23	10.26	6.77	9.19	98	14.659
B3P2	Sonde13	D	0.9083333	2022-06-24T17:49:00Z	0.68	78.6	-0.23	10.27	6.77	9.17	97.9	14.66
B3P2	Sonde13	D	0.9097222	2022-06-24T17:51:00Z	0.95	78.6	-0.18	10.27	6.77	9.21	97.9	14.667
B3P2	Sonde13	D	0.9111111	2022-06-24T17:53:00Z	0.95	78.7	-0.29	10.26	6.77	9.23	98	14.682
B3P2	Sonde13	D	0.9125	2022-06-24T17:55:00Z	0.71	78.8	-0.23	10.24	6.77	9.17	98.1	14.696
B3P2	Sonde13	D	0.9138889	2022-06-24T17:57:00Z	0.77	78.9	-0.42	10.25	6.77	9.1	98.2	14.677
B3P2	Sonde13	D	0.9152778	2022-06-24T17:59:00Z	0.72	78.9	-0.33	10.26	6.77	9.13	98.3	14.684
B3P2	Sonde13	D	0.9166667	2022-06-24T18:01:00Z	0.73	78.9	-0.24	10.25	6.78	9.08	98.2	14.697
B3P2	Sonde13	D	0.9180556	2022-06-24T18:03:00Z	0.85	78.9	-0.29	10.25	6.78	9.17	98.2	14.684
B3P2	Sonde13	D	0.9194444	2022-06-24T18:05:00Z	0.76	78.9	-0.29	10.25	6.77	9.1	98.1	14.71
B3P2	Sonde13	D	0.9208333	2022-06-24T18:07:00Z	0.79	78.7	-0.31	10.27	6.77	9.13	97.9	14.706
